"","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000050445",1.02375098147939,7.80729504066073,18.3415072130682,0.00337328703258099,0.0497255849469211
"ENSMUSG00000029810",-1.02788860571287,7.5224690972746,18.3168221471198,0.00338557174106697,0.0497255849469211
"ENSMUSG00000038092",2.7419470928012,8.46082465716177,17.9486381812177,0.00357578438092842,0.0520545602356394
"ENSMUSG00000034858",-0.870702400989936,6.96638280955335,17.4347469818891,0.00386476772324156,0.0551244066432511
"ENSMUSG00000073988",-0.540521218887389,8.77135404099026,17.4103087613857,0.00387924215470892,0.0551244066432511
"ENSMUSG00000035504",-0.796664566981601,7.82762290093368,17.3969357131699,0.00388719220098305,0.0551244066432511
"ENSMUSG00000034371",-0.981947250425179,8.43239623855935,17.1819223414488,0.00401792440603707,0.0564913303241964
"ENSMUSG00000020671",-0.380249559239049,7.06817116460547,16.9903518119338,0.00413917805681094,0.0568379274319669
"ENSMUSG00000026295",0.429790740566105,7.19269830341532,16.9841021354697,0.00414321210647424,0.0568379274319669
"ENSMUSG00000021136",-0.712848859777462,7.06048269234409,16.9794290432044,0.00414623178835017,0.0568379274319669
"ENSMUSG00000035875",0.50227640599776,8.89911874975771,16.8681812014427,0.0042189574598629,0.0573569010039212
"ENSMUSG00000023367",-0.908041073030237,7.60771384423768,16.7253392559694,0.00431474876079445,0.0579863611374904
"ENSMUSG00000030313",-0.430604591441952,8.28374654319347,16.6945523856041,0.00433575830997649,0.0579863611374904
"ENSMUSG00000060802",-0.760989665925423,10.4873190635974,16.5825263405612,0.00441332091955629,0.0585476847795976
"ENSMUSG00000037916",0.328969899258615,7.67514258152117,16.3911756772869,0.00454996005583164,0.0597785742486338
"ENSMUSG00000018340",-0.551750463620072,7.51488404286198,16.3517481016763,0.00457878441053365,0.0597785742486338
"ENSMUSG00000019929",-0.462393827234271,7.99215738090006,16.1000354406063,0.0047684225896607,0.0617642138582036
"ENSMUSG00000059447",0.475344080592963,7.93740938178024,16.0088584979065,0.00483958968198234,0.0621962892723512
"ENSMUSG00000024827",0.854677486089142,7.791284664056,15.4544202734882,0.00530294831938614,0.0676228681038
"ENSMUSG00000013593",0.375260619077473,8.0108608361857,15.3055265386217,0.00543696798758086,0.0687985564582348
"ENSMUSG00000068877",0.795458167178799,11.2386328755968,15.0330993610659,0.00569361182281704,0.0708658775404665
"ENSMUSG00000028465",-0.38610540315718,7.96259450697614,14.9791277650873,0.00574628588367499,0.0708658775404665
"ENSMUSG00000024140",-0.418652396050219,7.58575504602472,14.9468111904752,0.00577812441670821,0.0708658775404665
"ENSMUSG00000039062",-0.764107606354743,7.10751337116396,14.9375467538049,0.00578729345157992,0.0708658775404665
"ENSMUSG00000009291",-0.377306516956185,7.66894821010422,14.8803933961755,0.00584427223733919,0.0708658775404665
"ENSMUSG00000023019",0.541126470942903,8.29262253121358,14.8659150616489,0.00585882027082276,0.0708658775404665
"ENSMUSG00000034708",-0.587475271539377,7.23174997013064,14.809728337053,0.00591571863421463,0.0710318040385625
"ENSMUSG00000029656",0.618510556142017,9.11270706167602,14.6507216590009,0.00608062059404995,0.0717929203762039
"ENSMUSG00000034926",-0.756404421064104,9.82434309493574,14.6489047005779,0.00608253871720691,0.0717929203762039
"ENSMUSG00000035828",0.418123042924643,6.97047734559845,14.5879616342099,0.00614732632377586,0.0717929203762039
"ENSMUSG00000021178",0.355182793146035,7.1431759566482,14.5820303388192,0.00615367888938891,0.0717929203762039
"ENSMUSG00000044393",-0.439332658509203,7.72437086617484,14.4692299456735,0.00627610745448579,0.0727056110044304
"ENSMUSG00000001123",-0.40590281225811,7.68435704992105,14.3566104131628,0.00640146935880353,0.0731573722041364
"ENSMUSG00000022149",0.835039333913336,9.77659483091504,14.3543221677405,0.00640404960328003,0.0731573722041364
"ENSMUSG00000026526",0.485414237846611,8.21909448539713,14.2331845779849,0.00654256848798806,0.0731662305415808
"ENSMUSG00000031438",0.313007009541204,7.36791542284755,14.2218816834948,0.00655568811773584,0.0731662305415808
"ENSMUSG00000030934",0.67907335217265,9.25408004305596,14.2027980702473,0.00657791565617208,0.0731662305415808
"ENSMUSG00000063882",0.357299685986673,7.31422605304236,14.1986696984856,0.00658273685115742,0.0731662305415808
"ENSMUSG00000070327",-0.706210078169185,8.82466901009295,14.1428227954678,0.00664840298900849,0.0734001538048253
"ENSMUSG00000024066",-0.862339262240854,8.08983252052108,13.9995013202307,0.00682080625940183,0.0745729893092696
"ENSMUSG00000027792",-0.632287976374902,7.58293420255845,13.9705298460158,0.00685634989845158,0.0745729893092696
"ENSMUSG00000020051",0.495466181955234,10.6400977669792,13.9427660313739,0.00689063487842491,0.0745729893092696
"ENSMUSG00000060807",-0.784468766279092,8.46474399452871,13.8624626202773,0.00699104420084553,0.0747195348807848
"ENSMUSG00000037266",-0.538891436944417,7.41762154662726,13.8544340531638,0.0070011857091734,0.0747195348807848
"ENSMUSG00000044783",-0.594891773665859,8.19411620783246,13.7971674768854,0.00707407305391089,0.0747195348807848
"ENSMUSG00000041828",0.996838190594467,8.68377744455998,13.7879739799923,0.00708586470601971,0.0747195348807848
"ENSMUSG00000046352",-0.374983622617003,8.10022091559997,13.7385014961513,0.00714975274090422,0.0749130143871811
"ENSMUSG00000032350",-0.5853111280785,8.99321965266381,13.600281328184,0.0073322030341763,0.0763384429824051
"ENSMUSG00000057554",-0.4660341312315,7.61889401049984,13.5310857056523,0.007425783156652,0.0768264986961795
"ENSMUSG00000066306",-0.445751539641777,7.24101610578464,13.4888708078458,0.00748362696824076,0.0769410397672253
"ENSMUSG00000058355",0.503493904950577,7.45274143093092,13.4069203626677,0.00759757566321892,0.0776274035154977
"ENSMUSG00000000171",0.415313093615506,7.84994219689967,13.2519897636354,0.00781914497172709,0.0793981078919201
"ENSMUSG00000008575",-0.355355714007898,7.86037231233077,13.0313839302012,0.00814914047914004,0.0820960952627341
"ENSMUSG00000092274",1.24515567273088,12.1112930152333,13.0083247520429,0.00818465630582881,0.0820960952627341
"ENSMUSG00000021474",-0.359773421478292,7.27882834187209,12.8526779392189,0.00842964849552038,0.0840410410614002
"ENSMUSG00000009614",-0.444438336123436,9.76473584282814,12.7891903906939,0.0085322766684528,0.0845517778289449
"ENSMUSG00000031596",0.475939110044215,10.8449115417541,12.7004466744633,0.0086784319897807,0.085485153432271
"ENSMUSG00000034160",-0.354786061109259,7.24735832214667,12.5448887331743,0.00894246057415642,0.0874237213698516
"ENSMUSG00000031168",0.384131036455363,7.61124478196505,12.5223732128602,0.00898152517416712,0.0874237213698516
"ENSMUSG00000054808",-0.357845605879189,7.5161160569578,12.4888549892476,0.00904008581059189,0.0874761244613157
"ENSMUSG00000022707",-0.745861125145899,7.6932377693681,12.4309000566474,0.00914250057818234,0.0879497862638009
"ENSMUSG00000022752",0.362594603575025,8.30149672255851,12.3640891932781,0.0092624187337081,0.0884717218404704
"ENSMUSG00000112129",-0.41254059921824,8.11406442426664,12.3410049397754,0.00930432089872424,0.0884717218404704
"ENSMUSG00000021417",0.64456913075614,8.30097320016947,12.2516365483398,0.009468851671038,0.0895187413727443
"ENSMUSG00000022040",0.440082384753912,9.92004225778799,12.1863996365125,0.00959131718119165,0.0901583815032015
"ENSMUSG00000039114",0.534210379215229,8.33305576690244,12.1305699307721,0.00969774043943308,0.0903805192411462
"ENSMUSG00000054757",0.396810285328617,7.2231357295227,12.1164820210545,0.00972483398521755,0.0903805192411462
"ENSMUSG00000078622",0.341947311112502,6.96911423547384,11.9971365728652,0.00995829711281374,0.0920303300594303
"ENSMUSG00000072115",0.365191727259088,7.22547902186857,11.7225335819341,0.0105234168741297,0.0961946270088701
"ENSMUSG00000025492",-0.69078989765799,7.58144089283652,11.6922192455077,0.0105882983684292,0.0961946270088701
"ENSMUSG00000029063",-0.38481147793902,8.21534970386547,11.6609631585496,0.0106557338322514,0.0961946270088701
"ENSMUSG00000006476",0.458850763283951,6.92570186808749,11.6323032675582,0.0107180529626422,0.0961946270088701
"ENSMUSG00000018796",1.09298111348617,11.0098821955483,11.6245659907663,0.0107349572973887,0.0961946270088701
"ENSMUSG00000021135",0.525420253392699,9.39400294687948,11.588046358426,0.010815208444509,0.0961946270088701
"ENSMUSG00000054072",-2.26728586450697,8.84651651468717,11.5866732883596,0.0108182407274413,0.0961946270088701
"ENSMUSG00000028788",-0.297884906181477,7.59424005309578,11.5243652987482,0.010956996902462,0.0969046231427415
"ENSMUSG00000053931",-0.280994455802946,7.30874338651009,11.4085441507265,0.0112210486100699,0.0985632921606263
"ENSMUSG00000058446",0.498808288738421,7.13034382573051,11.3898733037005,0.0112643762469287,0.0985632921606263
"ENSMUSG00000063450",-0.368835552251414,8.17481447454323,11.359400717743,0.0113355532620043,0.0986612969100374
"ENSMUSG00000005373",-0.545358584409925,7.16408123882543,11.2593888437079,0.0115732519183115,0.098729069083336
"ENSMUSG00000029455",-0.466030842364251,10.5027616953535,11.256166294266,0.0115810168502134,0.098729069083336
"ENSMUSG00000015970",-0.402915339939694,7.67765395796832,11.2407794036,0.0116181848317719,0.098729069083336
"ENSMUSG00000020422",-0.468357024564337,6.99564189033,11.2282444676413,0.0116485769668049,0.098729069083336
